Epoch,Loss,Value
0,recon_loss,523.1541296846124
0,loss,-501.34934423303093
0,mi_loss,154.1734148251113
0,tc_loss,-147.6897761027018
0,dw_kl_loss,9.234039481609098
0,kl_loss,15.717661257713072
0,kl_loss_0,0.2172533166044021
0,kl_loss_1,0.16389426263549955
0,kl_loss_2,0.12446685222988968
0,kl_loss_3,0.47753425008587297
0,kl_loss_4,0.17998601284919566
0,kl_loss_5,0.2248591146361764
0,kl_loss_6,0.13026139373460444
0,kl_loss_7,0.17243595136910356
0,kl_loss_8,0.11985985498114299
0,kl_loss_9,0.17272679736056634
0,kl_loss_10,0.24364230559477884
0,kl_loss_11,0.15974744549521835
0,kl_loss_12,0.6548737349309107
0,kl_loss_13,0.7135759403188062
0,kl_loss_14,0.17122850716314328
0,kl_loss_15,0.13299951535619556
0,kl_loss_16,0.9224217101200534
0,kl_loss_17,0.29844765037658716
0,kl_loss_18,0.15152650842222795
0,kl_loss_19,0.9088995172291674
0,kl_loss_20,0.20064524350868118
0,kl_loss_21,1.89939213991766
0,kl_loss_22,5.452284624980342
0,kl_loss_23,0.1682332458515321
0,kl_loss_24,0.16460489930324657
0,kl_loss_25,0.12605419061997886
0,kl_loss_26,0.44440272027846944
0,kl_loss_27,0.17264349024582615
0,kl_loss_28,0.16077327926553064
0,kl_loss_29,0.11510795657272621
0,kl_loss_30,0.24178062353323224
0,kl_loss_31,0.23109817717184303
1,recon_loss,466.7254476239604
1,loss,-555.1268495949366
1,mi_loss,154.60193240258002
1,tc_loss,-147.26626726376114
1,dw_kl_loss,1.682429152791218
1,kl_loss,9.000935159703737
1,kl_loss_0,0.021763454476792003
1,kl_loss_1,0.01836649986905276
1,kl_loss_2,0.019691857454236798
1,kl_loss_3,0.6225641746354359
1,kl_loss_4,0.018002859997733305
1,kl_loss_5,0.03132261170615112
1,kl_loss_6,0.02106437191707633
1,kl_loss_7,0.029031500065078337
1,kl_loss_8,0.018913812254385282
1,kl_loss_9,0.10574775020922383
1,kl_loss_10,0.030848860545384306
1,kl_loss_11,0.027405054734078466
1,kl_loss_12,0.4427801679859879
1,kl_loss_13,0.8782772979428691
1,kl_loss_14,0.027824915174434903
1,kl_loss_15,0.012484149802075599
1,kl_loss_16,1.0987101700357211
1,kl_loss_17,0.038348188143103354
1,kl_loss_18,0.017309574655667747
1,kl_loss_19,1.052294236357494
1,kl_loss_20,0.021205422405894566
1,kl_loss_21,1.8644164307143098
1,kl_loss_22,2.3286808940672103
1,kl_loss_23,0.01996898223015089
1,kl_loss_24,0.016633822054411936
1,kl_loss_25,0.014115983547682884
1,kl_loss_26,0.02855308553684623
1,kl_loss_27,0.026784038942267177
1,kl_loss_28,0.02198526672818648
1,kl_loss_29,0.019246138271785552
1,kl_loss_30,0.023469280376429518
1,kl_loss_31,0.08312428890857645
2,recon_loss,454.3539192445817
2,loss,-566.6185745731477
2,mi_loss,154.63190148466376
2,tc_loss,-147.09242904827158
2,dw_kl_loss,1.135039145908048
2,kl_loss,8.687314287308723
2,kl_loss_0,0.009633203700525306
2,kl_loss_1,0.009840735467150807
2,kl_loss_2,0.01094322627340193
2,kl_loss_3,0.6593051918091313
2,kl_loss_4,0.010220123647702157
2,kl_loss_5,0.0146003556012186
2,kl_loss_6,0.009987399853285282
2,kl_loss_7,0.017528738230667126
2,kl_loss_8,0.011778084416022544
2,kl_loss_9,0.14688991410757907
2,kl_loss_10,0.012429421832684868
2,kl_loss_11,0.017884567279809263
2,kl_loss_12,0.445703179445318
2,kl_loss_13,0.8720139082401029
2,kl_loss_14,0.020761973800398008
2,kl_loss_15,0.006882592886736396
2,kl_loss_16,1.145500212266881
2,kl_loss_17,0.03042341039706302
2,kl_loss_18,0.008728701025447858
2,kl_loss_19,1.0859539691478974
2,kl_loss_20,0.009820959635920102
2,kl_loss_21,1.881198912538508
2,kl_loss_22,2.0509201595860143
2,kl_loss_23,0.01140587038350522
2,kl_loss_24,0.008092707891758252
2,kl_loss_25,0.007092133667620439
2,kl_loss_26,0.013937186267006622
2,kl_loss_27,0.01644444912271474
2,kl_loss_28,0.01209684032496185
2,kl_loss_29,0.014393004328413036
2,kl_loss_30,0.010127746125793344
2,kl_loss_31,0.1047754475185948
3,recon_loss,442.60787668535784
3,loss,-578.0206013341104
3,mi_loss,154.63563800114457
3,tc_loss,-147.0234872141192
3,dw_kl_loss,0.9237810011192035
3,kl_loss,8.550003615758753
3,kl_loss_0,0.005895108789435878
3,kl_loss_1,0.006882984759486331
3,kl_loss_2,0.007019912865343353
3,kl_loss_3,0.6777170534415912
3,kl_loss_4,0.0073183635024413945
3,kl_loss_5,0.00975426972182768
3,kl_loss_6,0.005864622071385384
3,kl_loss_7,0.012625440604664305
3,kl_loss_8,0.008407664814493268
3,kl_loss_9,0.15886607373593956
3,kl_loss_10,0.007557806660301022
3,kl_loss_11,0.01142989267264643
3,kl_loss_12,0.45413590278676763
3,kl_loss_13,0.8698360493747137
3,kl_loss_14,0.01650392635655339
3,kl_loss_15,0.004572851295452765
3,kl_loss_16,1.161133825138051
3,kl_loss_17,0.02946255951919543
3,kl_loss_18,0.00551994901240593
3,kl_loss_19,1.0919606310705985
3,kl_loss_20,0.006815793361985475
3,kl_loss_21,1.8716173165587968
3,kl_loss_22,1.9366729746582687
3,kl_loss_23,0.007194747343429074
3,kl_loss_24,0.0053450461421963025
3,kl_loss_25,0.004651084348248939
3,kl_loss_26,0.00883326860850737
3,kl_loss_27,0.01014893027072552
3,kl_loss_28,0.007616215146407084
3,kl_loss_29,0.011545313404552558
